draft_season,pick,team,team_draft_code,franchise_id,position,draft_position_group,roster_context_available,roster_context_season,prev_roster_players,prev_roster_active_players,prev_roster_avg_age,prev_roster_active_avg_age,prev_roster_avg_years_exp,prev_roster_active_avg_years_exp,prev_roster_rookies,prev_roster_young_players,prev_roster_veterans_5plus,prev_roster_drafted_players,prev_roster_top100_draftees,prev_roster_avg_draft_number,prev_same_position_group_players,prev_same_position_group_active_players,prev_same_position_group_share,prev_same_position_group_active_share,prev_same_position_group_avg_age,prev_same_position_group_avg_years_exp,prev_same_position_group_rookies,prev_same_position_group_young_players,prev_same_position_group_veterans_5plus,prev_same_position_group_drafted_players,prev_same_position_group_top100_draftees
1980,37,BUF,BUF,BUF,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,38,HOU,HOU,HOU,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,39,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,40,NYJ,NYJ,NYJ,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,41,NOR,NOR,NO,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,42,DEN,DEN,DEN,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,43,OAK,OAK,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,44,SEA,SEA,SEA,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,45,NWE,NWE,NE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,46,CHI,CHI,CHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,47,NYJ,NYJ,NYJ,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,48,MIA,MIA,MIA,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,49,TAM,TAM,TB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,50,RAM,RAM,LAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,51,BAL,BAL,BAL,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,52,HOU,HOU,HOU,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,53,PHI,PHI,PHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,54,CLE,CLE,CLE,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,55,WAS,WAS,WAS,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,56,PIT,PIT,PIT,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,57,DET,DET,DET,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,58,RAM,RAM,LAR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,59,CIN,CIN,CIN,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,60,STL,STL,LAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,61,GNB,GNB,GB,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,62,DET,DET,DET,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,63,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,64,NYG,NYG,NYG,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,65,SFO,SFO,SF,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,66,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,67,BUF,BUF,BUF,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,68,MIN,MIN,MIN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,69,NYJ,NYJ,NYJ,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,70,RAM,RAM,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,71,BUF,BUF,BUF,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,72,CLE,CLE,CLE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,73,NWE,NWE,NE,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,74,DEN,DEN,DEN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,75,MIA,MIA,MIA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,76,TAM,TAM,TB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,77,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,78,DAL,DAL,DAL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,79,HOU,HOU,HOU,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,80,DAL,DAL,DAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,81,STL,STL,LAR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,82,RAM,RAM,LAR,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,83,PIT,PIT,PIT,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,84,SFO,SFO,SF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,85,DET,DET,DET,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,86,CIN,CIN,CIN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,87,GNB,GNB,GB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,88,BAL,BAL,BAL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,89,STL,STL,LAR,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,90,NYG,NYG,NYG,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,91,ATL,ATL,ATL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,92,MIN,MIN,MIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,93,BUF,BUF,BUF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,94,KAN,KAN,KC,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,95,NYJ,NYJ,NYJ,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,96,NOR,NOR,NO,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,97,SEA,SEA,SEA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,98,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,99,CLE,CLE,CLE,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,100,MIA,MIA,MIA,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,101,SDG,SDG,LAC,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,102,TAM,TAM,TB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,103,CHI,CHI,CHI,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,104,ATL,ATL,ATL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,105,DAL,DAL,DAL,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,106,HOU,HOU,HOU,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,107,DEN,DEN,DEN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,108,SDG,SDG,LAC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,109,CLE,CLE,CLE,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,110,PIT,PIT,PIT,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,111,DET,DET,DET,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,112,SFO,SFO,SF,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,113,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,114,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,115,KAN,KAN,KC,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,116,CLE,CLE,CLE,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,117,ATL,ATL,ATL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,118,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,119,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,120,DET,DET,DET,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,121,MIN,MIN,MIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,122,MIN,MIN,MIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,123,NYJ,NYJ,NYJ,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,124,NWE,NWE,NE,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,125,OAK,OAK,LVR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,126,OAK,OAK,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,127,SEA,SEA,SEA,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,128,OAK,OAK,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,129,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,130,CHI,CHI,CHI,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,131,DEN,DEN,DEN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,132,SEA,SEA,SEA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,133,DAL,DAL,DAL,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,134,HOU,HOU,HOU,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,135,PHI,PHI,PHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,136,DEN,DEN,DEN,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,137,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,138,PIT,PIT,PIT,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,139,SFO,SFO,SF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,140,DET,DET,DET,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,141,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,142,STL,STL,LAR,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,143,GNB,GNB,GB,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,144,BAL,BAL,BAL,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,145,NYG,NYG,NYG,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,146,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,147,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,148,MIN,MIN,MIN,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,149,NYJ,NYJ,NYJ,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,150,NOR,NOR,NO,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,151,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,152,NYJ,NYJ,NYJ,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,153,SEA,SEA,SEA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,154,RAM,RAM,LAR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,155,WAS,WAS,WAS,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,156,CHI,CHI,CHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,157,DEN,DEN,DEN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,158,MIA,MIA,MIA,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,159,CIN,CIN,CIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,160,NWE,NWE,NE,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,161,PHI,PHI,PHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,162,DAL,DAL,DAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,163,SDG,SDG,LAC,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,164,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,165,PIT,PIT,PIT,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,166,DET,DET,DET,K,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,167,CIN,CIN,CIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,168,CIN,CIN,CIN,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,169,GNB,GNB,GB,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,170,BAL,BAL,BAL,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,171,STL,STL,LAR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,172,ATL,ATL,ATL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,173,OAK,OAK,LVR,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,174,MIN,MIN,MIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,175,SDG,SDG,LAC,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,176,RAM,RAM,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,177,NOR,NOR,NO,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,178,NYJ,NYJ,NYJ,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,179,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,180,NWE,NWE,NE,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,181,NYG,NYG,NYG,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,182,HOU,HOU,HOU,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,183,CHI,CHI,CHI,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,184,DEN,DEN,DEN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,185,MIA,MIA,MIA,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,186,TAM,TAM,TB,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,187,WAS,WAS,WAS,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,188,PHI,PHI,PHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,189,DAL,DAL,DAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,190,NYJ,NYJ,NYJ,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,191,SDG,SDG,LAC,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,192,RAM,RAM,LAR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,193,PIT,PIT,PIT,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,194,OAK,OAK,LVR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,195,BAL,BAL,BAL,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,196,CIN,CIN,CIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,197,DEN,DEN,DEN,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,198,STL,STL,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,199,GNB,GNB,GB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,200,NYG,NYG,NYG,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,201,ATL,ATL,ATL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,202,BUF,BUF,BUF,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,203,KAN,KAN,KC,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,204,SEA,SEA,SEA,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,205,NYJ,NYJ,NYJ,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,206,NOR,NOR,NO,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,207,SEA,SEA,SEA,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,208,NWE,NWE,NE,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,209,CLE,CLE,CLE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,210,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,211,STL,STL,LAR,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,212,MIA,MIA,MIA,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,213,TAM,TAM,TB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,214,MIA,MIA,MIA,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,215,CHI,CHI,CHI,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,216,DAL,DAL,DAL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,217,HOU,HOU,HOU,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,218,PHI,PHI,PHI,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,219,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,220,RAM,RAM,LAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,221,PIT,PIT,PIT,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,222,DET,DET,DET,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,223,DET,DET,DET,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,224,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,225,STL,STL,LAR,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,226,GNB,GNB,GB,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,227,BAL,BAL,BAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,228,ATL,ATL,ATL,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,229,NYG,NYG,NYG,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,230,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,231,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,232,MIN,MIN,MIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,233,NOR,NOR,NO,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,234,NYJ,NYJ,NYJ,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,235,NWE,NWE,NE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,236,CLE,CLE,CLE,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,237,SFO,SFO,SF,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,238,SEA,SEA,SEA,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,239,MIA,MIA,MIA,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,240,TAM,TAM,TB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,241,WAS,WAS,WAS,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,242,CHI,CHI,CHI,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,243,DEN,DEN,DEN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,244,HOU,HOU,HOU,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,245,PHI,PHI,PHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,246,DAL,DAL,DAL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,247,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,248,RAM,RAM,LAR,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,249,PIT,PIT,PIT,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,250,PIT,PIT,PIT,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,251,DET,DET,DET,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,252,CIN,CIN,CIN,K,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,253,GNB,GNB,GB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,254,BAL,BAL,BAL,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,255,STL,STL,LAR,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,256,NYG,NYG,NYG,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,257,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,258,MIN,MIN,MIN,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,259,BUF,BUF,BUF,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,260,NYJ,NYJ,NYJ,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,261,KAN,KAN,KC,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,262,NOR,NOR,NO,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,263,CLE,CLE,CLE,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,264,OAK,OAK,LVR,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,265,SEA,SEA,SEA,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,266,NWE,NWE,NE,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,267,TAM,TAM,TB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,268,WAS,WAS,WAS,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,269,CHI,CHI,CHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,270,DEN,DEN,DEN,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,271,MIA,MIA,MIA,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,272,MIA,MIA,MIA,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,273,DAL,DAL,DAL,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1980,274,SEA,SEA,SEA,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
