draft_season,pick,team,team_draft_code,franchise_id,position,draft_position_group,roster_context_available,roster_context_season,prev_roster_players,prev_roster_active_players,prev_roster_avg_age,prev_roster_active_avg_age,prev_roster_avg_years_exp,prev_roster_active_avg_years_exp,prev_roster_rookies,prev_roster_young_players,prev_roster_veterans_5plus,prev_roster_drafted_players,prev_roster_top100_draftees,prev_roster_avg_draft_number,prev_same_position_group_players,prev_same_position_group_active_players,prev_same_position_group_share,prev_same_position_group_active_share,prev_same_position_group_avg_age,prev_same_position_group_avg_years_exp,prev_same_position_group_rookies,prev_same_position_group_young_players,prev_same_position_group_veterans_5plus,prev_same_position_group_drafted_players,prev_same_position_group_top100_draftees,pick_was_traded,pick_ever_conditional,pick_trade_count,pick_future_trade_count,pick_same_year_trade_count,pick_post_year_trade_count,pick_trade_n_distinct_teams,pick_first_trade_date,pick_last_trade_date,pick_first_gave_team,pick_first_received_team,pick_last_gave_team,pick_last_received_team,pick_trade_team_chain,pick_approx_value_points
1980,112,SFO,SFO,SF,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,113,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,114,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,115,KAN,KAN,KC,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,116,CLE,CLE,CLE,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,117,ATL,ATL,ATL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,118,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,119,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,120,DET,DET,DET,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,121,MIN,MIN,MIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,122,MIN,MIN,MIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,123,NYJ,NYJ,NYJ,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,124,NWE,NWE,NE,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,125,OAK,OAK,LVR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,126,OAK,OAK,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,127,SEA,SEA,SEA,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,128,OAK,OAK,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,129,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,130,CHI,CHI,CHI,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,131,DEN,DEN,DEN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,132,SEA,SEA,SEA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,133,DAL,DAL,DAL,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,134,HOU,HOU,HOU,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,135,PHI,PHI,PHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,136,DEN,DEN,DEN,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,137,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,138,PIT,PIT,PIT,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,139,SFO,SFO,SF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,140,DET,DET,DET,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,141,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,142,STL,STL,LAR,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,143,GNB,GNB,GB,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,144,BAL,BAL,BAL,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,145,NYG,NYG,NYG,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,146,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,147,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,148,MIN,MIN,MIN,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,149,NYJ,NYJ,NYJ,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,150,NOR,NOR,NO,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,151,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,152,NYJ,NYJ,NYJ,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,153,SEA,SEA,SEA,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,154,RAM,RAM,LAR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,155,WAS,WAS,WAS,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,156,CHI,CHI,CHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,157,DEN,DEN,DEN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,158,MIA,MIA,MIA,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,159,CIN,CIN,CIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,160,NWE,NWE,NE,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,161,PHI,PHI,PHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,162,DAL,DAL,DAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,163,SDG,SDG,LAC,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,164,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,165,PIT,PIT,PIT,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,166,DET,DET,DET,K,ST,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,167,CIN,CIN,CIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,168,CIN,CIN,CIN,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,169,GNB,GNB,GB,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,170,BAL,BAL,BAL,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,171,STL,STL,LAR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,172,ATL,ATL,ATL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,173,OAK,OAK,LVR,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,174,MIN,MIN,MIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,175,SDG,SDG,LAC,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,176,RAM,RAM,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,177,NOR,NOR,NO,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,178,NYJ,NYJ,NYJ,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,179,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,180,NWE,NWE,NE,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,181,NYG,NYG,NYG,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,182,HOU,HOU,HOU,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,183,CHI,CHI,CHI,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
1980,184,DEN,DEN,DEN,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,0,0,0,0,0,,,,,,,,
